LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|performComponent()
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|appdriver.perform( login_loginBillingCenter_{ _rowId = _DefaultCompRow ; Type@UserName = su ; Type@password = gw ; LaunchBrowser = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do } ) 
LogUtils.java, TRACE, loginDriver|Executing.............loginBillingCenter with parameters DataRow{ _rowId = _DefaultCompRow;Type@UserName = su;Type@password = gw;LaunchBrowser = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do; }
LogUtils.java, TRACE, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|Report Event: type:PASSED:details:{ actual = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do opened successfully ; expected = Should open https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do ; name = Open  https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do ; screenDump = true }
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|Report log
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|DumpScreen : C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ScreenShots/NewEmailVerification/NewEmailVerification_Summary___Login_to_Application_0_938.png
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:DETAILS:TestResult{  }:{ actual = https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do opened successfully , expected = Should open https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do , name = Open  https://phlygwbcqa1.corp.tmnas.com/bc/BillingCenter.do , screenDump = true }
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|FINISH : track STATUS : PASSED
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:PASSED
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|FINISH : track STATUS : PASSED
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:PASSED
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Do not clear cell content as cell has formula
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@1a45193b
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|START : track
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@1a45193b
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|START : track
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|performComponent()
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|appdriver.perform( Account_Search_Account_Search_{ _rowId = _DefaultCompRow ; Type@Account_Number =  ; Type@Account_Name = SEVA Foundation; Inc. } ) 
LogUtils.java, TRACE, Account_SearchDriver|Executing.............Account_Search with parameters DataRow{ _rowId = _DefaultCompRow;Type@Account_Number = ;Type@Account_Name = SEVA Foundation, Inc.; }
LogUtils.java, ERROR, WebUIDriver{  }|Unable to find the elementAccount_Search.eltAccount
LogUtils.java, TRACE, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|Report Event: type:FAILED:details:{ actual = Failed to click on element Account_Search.eltAccount ; expected =  Account_Search.eltAccount element Account_Search.eltAccount should be clicked ; name = click on element ; screenDump = true }
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|Report log
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|DumpScreen : C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ScreenShots/NewEmailVerification/NewEmailVerification_Summary_0_486.png
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:DETAILS:TestResult{  }:{ actual = Failed to click on element Account_Search.eltAccount , expected =  Account_Search.eltAccount element Account_Search.eltAccount should be clicked , name = click on element , screenDump = true }
LogUtils.java, ERROR, WebUIDriver{  }|Error: Failed to click on the element |Account_Search.eltAccount| |java.lang.NullPointerException
LogUtils.java, ERROR, Account_SearchDriver|Error: Failed in executing component |Account_Search| |Error: Failed to click on the element |Account_Search.eltAccount| |java.lang.NullPointerException
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|FINISH : track STATUS : ERROR
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:ERROR
LogUtils.java, TRACE, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|Report Event: type:WARNING:details:{ actual =  and execution continued despite unexpected result in component ; expected =  ; name =  ; screenDump = true }
LogUtils.java, TRACE, ScreenDumpManager{ {folderpath=, pattern=} }|Report log
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:DETAILS:TestResult{  }:{ actual =  and execution continued despite unexpected result in component , expected =  , name =  , screenDump = true }
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|FINISH : track STATUS : WARNING
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:FINISH:TestResult{  }:WARNING
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Do not clear cell content as cell has formula
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@1d0d6318
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|START : track
LogUtils.java, TRACE, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@1d0d6318
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] }|START : track
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|performComponent()
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@248e319bTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Igate\CBFCafeNext//Logs//ExecutedOn_14-09-2018_Time_10-33-32/ExecutionReport.xlsx }, cbf.harness.ParameterAccess@173ed316] } }|appdriver.perform( NewEmailVerification_NewEmailVerification_{ _rowId = _DefaultCompRow ; Type@Name = Shravan ; Type@body = Test Body ; Type@Subject = Test ; Type@Email = gandla.kumar@tmnas.com ; Type@Filter = Email Sent for Policy Period ; Type@Account = REG-TESTACCOUNT5 } ) 
LogUtils.java, TRACE, NewEmailVerificationDriver|Executing.............NewEmailVerification with parameters DataRow{ _rowId = _DefaultCompRow;Type@Name = Shravan;Type@body = Test Body;Type@Subject = Test;Type@Email = gandla.kumar@tmnas.com;Type@Filter = Email Sent for Policy Period;Type@Account = REG-TESTACCOUNT5; }
